Solicitante,Operador Responsável,URL,Ticket,Status,Data da solicitação,Abertura McAfee,Conclusão
 f6365771,C1275547, www.corte-furo.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f7255477,C1275547, app.gstech-chat.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f6791619,C1275547, assemco.online,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f9290596,C1275547, cefitem.net,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f7355931,C1275547, www.contabilidadecontem.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f2756236,C1275547, blogdobelfort.com.br,2740108,Concluido,04/01/2024,10/01/2024,12/01/2024
 f2190916,C1275547, signer.assinadorsfa.com.br,2740108,Concluido,04/01/2024,10/01/2024,12/01/2024
 f6206597,C1275547, nestree.com.br,2740108,Concluido,04/01/2024,10/01/2024,12/01/2024
 f2258929,C1275547, signer.assinadorsfa.com.br,2740108,Concluido,04/01/2024,10/01/2024,12/01/2024
 f6206597,C1275547, www.nestree.com.br,2740108,Concluido,04/01/2024,10/01/2024,12/01/2024
 f5448628,C1327691, www.resultados.app.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f9458181,C1327691, vancos.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f4155499,C1327691, www.nordicwaterbr.com,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f2259723,C1327691, www.citronix.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f6239843,C1327691, www.cmse.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0435948,C1327691, www.emviimoveis.com,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f8366550,C1327691, www.integracargo.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f3165949,C1327691, stockcontabilidade.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f7095219,C1327691, www.acoy.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0733822,C1327691, indica.lummon.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f6838498,C1327691, braganca.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0743278,C1327691, www.keniel.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f8711674,C1327691, gruposmartseg.com.br.lm6.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0427578,C1327691, porto.meuuniforme.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0721090,C1327691, bestsistersinlaw.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.conceittoimobiliariamed.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f8028726,C1327691, www.conceittoimobiliariamed.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f6998596,C1327691, controleseucerebro.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.conceittoimobiliariamed.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f8020690,C1327691, www.investlovers.com,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f2821019,C1327691, studiomaraba.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f8366550,C1327691, www.anuariontc.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f9342712,C1327691, bionitro.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0733885,C1327691, cebolaskruger.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f3161097,C1327691, ifeiraoficial.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f3427199,C1327691, zeeps.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.imobilizze.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f4619438,C1327691, search.app,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.filippinimoveis.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.i8imobiliaria.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.conceittoimobiliariamed.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.i8imobiliaria.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.imobilizze.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.lianecorretora.net.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.alemaoimoveissmi.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.conceittoimobiliariamed.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f1989458,C1327691, www.habitarmed.com.br,2738232,Concluido,04/01/2024,05/01/2024,06/01/2024
 F9396929,C1327691, acaobahiaorganizacao.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f6073204,C1327691, tondine.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f8719778,C1327691, coocamm.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f2332123,C1327691, corlineterceirizacao.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0314559,C1327691, acrobat.adoebe.com,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f0724173,C1327691, martialartsmoema.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f4673278,C1327691, www.jkinnovastore.com.br,2738232,Concluido,04/01/2024,04/01/2024,06/01/2024
 f6520709,C1327691, www.skinaobauru.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 F7021252,C1327691, nexoscans.com,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f4448519,C1327691, kairoscontabilidadepa.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f9329263,C1327691, larbow.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6250318,C1327691, www.paxus.io,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f8450179,C1327691, masteratacadista.com.br,2738232,Concluido,03/01/2024,05/01/2024,06/01/2024
 f3806777,C1327691, desmanchesazaki.com,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f2971712,C1327691, sensepolimeros.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f1692935,C1327691, www.revendaby.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f3516258,C1327691, www.luzassessoria.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6766018,C1327691, www.sun3s.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f8538749,C1327691, bestsistersinlaw.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6806196,C1327691, tupaonline.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6910199,C1327691, bestsistersinlaw.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f8365789,C1327691, bestsistersinlaw.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 F3427001,C1327691, saaerjijoca.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f9064281,C1327691, detranpe.arkiv.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6120377,C1327691, www.cosacadvogado.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6786883,C1327691, franca.eicontributos.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f2073379,C1327691, bestsistersinlaw.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6002372,C1327691, www.cma.srv.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f7719879,C1327691, www.ildesenvolvimento.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f2735719,C1327691, deiaarmarinhos.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 F1807792,C1327691, bpmn.new,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f2944157,C1327691, bestsistersinlaw.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f0493318,C1327691, doceriachique.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 F0499940,C1327691, bancariosbahia.selfapp.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f0439633,C1327691, bestsistersinlaw.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6036337,C1327691, grupocanassa.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f8572178,C1327691, bestsistersinlaw.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f2419228,C1327691, www.primeirocartoriosp.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f3231573,C1327691, www.focusadministradora.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f7214138,C1327691, falandosobreinvestimento.com,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f7253069,C1327691, exituscolegio.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f1725842,C1327691, rge-cpfl-segunda-via.site,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 F3165442,C1327691, heroseguros.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6095561,C1327691, camprev.novaprev.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f3827638,C1327691, lp.bmchyundai.com,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 F8838419,C1327691, www.mmjseg.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f8712284,C1327691, www.mageletronicos.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f8712284,C1327691, www.mageletronicos.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f0196819,C1327691, chalu24horas.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 F3432839,C1327691, dg.digitacorban.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f8430879,C1327691, casaferraz.com.br,2738232,Concluido,03/01/2024,04/01/2024,06/01/2024
 f6782487,C1297691, www.lojafisicoeforma.com.br,2737473,Em andamento,02/01/2024,03/01/2024,
 f0429585,C1297691, ihpitangui.com.br,2737474,Em andamento,02/01/2024,03/01/2024,
 f7120527,C1297691, wineviagens.com.br,2737475,Em andamento,02/01/2024,03/01/2024,
 f9342807,C1297691, utdsuzano.com.br,2737477,Em andamento,02/01/2024,03/01/2024,
 f6797831,C1297691, www.etholl.com.br,2737479,Em andamento,02/01/2024,03/01/2024,
 f2788468,C1297691, ifbplay.com.br,2737480,Em andamento,02/01/2024,03/01/2024,
 f2218908,C1297691, sac.centraldeajudarodoviario.com.br,2737481,Em andamento,02/01/2024,03/01/2024,
 f2086261,C1297691, institutodaprostatarj.com.br,2737482,Em andamento,02/01/2024,03/01/2024,
 f6339965,C1297691, methaeng.com.br,2737483,Em andamento,02/01/2024,03/01/2024,
 f6798685,C1297691, supremaloteadora.com.br,2737484,Em andamento,02/01/2024,03/01/2024,
 F1383419,C1297691, sac.azcend.com.br,2737490,Em andamento,02/01/2024,03/01/2024,
 F7023251,C1297691, tincheck.io,2737491,Em andamento,02/01/2024,03/01/2024,
 f3296119,C1297691, esunse.com.br,2737495',Em andamento,02/01/2024,03/01/2024,
 f8236818,C1297691, www.saboresdononno.com.br,2737496,Em andamento,02/01/2024,03/01/2024,
 F3058098,C1297691, ongrid-solar.com,2737493,Em andamento,02/01/2024,03/01/2024,
 F3877343,C1297691, www.arebee.inf.br,2737494,Em andamento,02/01/2024,03/01/2024,
 F7254543,C1297691, agenciainusitada.com,2737498,Em andamento,02/01/2024,03/01/2024,
 f3881286,C1297691, conformesteel.com.br,2737500,Em andamento,02/01/2024,03/01/2024,
 F0117279,C1297691, impostorenda2024.com.br,2737501,Em andamento,02/01/2024,03/01/2024,
 f8907675,C1297691, fiiprioritycompass.org,2737503,Em andamento,02/01/2024,03/01/2024,
 f6323190,C1327691, cacaushow.oxford.net.br,2738232,Concluido,02/01/2024,04/01/2024,06/01/2024
 f2837347,C1327691, 168.232.136.149,2738232,Concluido,02/01/2024,04/01/2024,06/01/2024
 f2837347,C1327691, 168.232.136.149,2738232,Concluido,02/01/2024,04/01/2024,06/01/2024
 f8548717,C1327691, www.idscvantagens.com.br,2738232,Concluido,02/01/2024,04/01/2024,06/01/2024
 F0291998,C1327691, 19.62.1.148,2738232,Concluido,02/01/2024,04/01/2024,06/01/2024
 f7339319,C1327691, psiconews.com.br,2738232,Concluido,02/01/2024,04/01/2024,06/01/2024
 F6210764,C1327691, www.lojamagazinedopovo.com.br,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f2095526,C1327691, avprotects.site,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f4063269,C1327691, trk.5news.name,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f9174635,C1327691, www.togov.com.br,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f6804788,C1327691, toolsort.com.br,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f2125295,C1320231, www.h3cbrasil.com.br,2737530,Em andamento,29/12/2023,03/01/2024,
 F3312873,C1320231, 177.101.172.61,2737532,Em andamento,29/12/2023,03/01/2024,
 f9419689,C1327691, www.imobiliariashelter.com.br,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f9419689,C1327691, www.imobiliariashelter.com.br,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 F6121869,C1327691, rayodistribuidora.com,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f2341109,C1327691, www.socapinhas.com,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f4366659,C1327691, www.escolaformosa.com.br,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f2123367,C1327691, prismaterraplenagem.com.br,2738232,Concluido,29/12/2023,04/01/2024,06/01/2024
 f7253069,C1327691, exituscolegio.com.br,2738232,Concluido,28/12/2023,04/01/2024,06/01/2024
 f8028685,C1327691, www.bjrpiscinas.com.br,2738232,Concluido,28/12/2023,04/01/2024,06/01/2024
 f1713022,C1327691, agendamento-colsan.doevidas.com.br,2738232,Concluido,28/12/2023,04/01/2024,06/01/2024
 f2456907,C1320231, pinova.com.br,2737524,Em andamento,28/12/2023,03/01/2024,
 f8944982,C1320231, alelo.site,2737526,Em andamento,28/12/2023,03/01/2024,
 f8944982,C1320231, alelo.site,2737526,Em andamento,28/12/2023,03/01/2024,
 f8620799,C1323536, www.cartoriovilasboas.com.br,2736464,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6001949,C1323536, altosparaiso.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 F0742771,C1323536, revistafinanceira.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f1379219,C1323536, www.galvaoveiculosnit.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6167219,C1323536, www.sripatrocinio.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f2255312,C1323536, quartooficiodenotas.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f2255312,C1323536, quartooficiodenotas.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f2255312,C1323536, quartooficiodenotas.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 F9189957,C1323536, redator.digital,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6845086,C1323536, portaldoaluno.escola-viva.com,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 F9189957,C1323536, redator.digital,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6259750,C1323536, cartoriosantanadoaraguaia.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6259750,C1323536, cartoriosantanadoaraguaia.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f0493319,C1323536, amac.social,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6321087,C1323536, ibapems.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6808185,C1323536, www.justusmultas.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f8698756,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f7303822,C1323536, www.intterinc.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 E1252028,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 E1252028,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 E1252028,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 E1252028,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 E1252028,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 E1252028,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 F3565844,C1323536, aq9ktk.com,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f8186523,C1323536, centralcartoraria.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f8775118,C1323536, ecotriambiental.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f7255477,C1323536, app.evolvy.io,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f2268345,C1323536, gastronomiaedilcosta.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f5491729,C1323536, buscasocial.org,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 E1252028,C1323536, www.ehive.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f2148619,C1323536, www.pwambiental.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f7202698,C1323536, cadastrovivo.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f8900239,C1323536, docxbrasil.com,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f3032293,C1323536, dramanueladowsley.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f2062283,C1323536, biscoitooubolacha.com,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f8028296,C1323536, www.aicc.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f8735759,C1323536, www.teatroitaliabandeirantes.com.br,2736454,Concluido,28/12/2023,28/12/2023,02/01/2024
 f6862308,C1297691, 14.158.3.164,2736296,Concluido,27/12/2023,28/12/2023,28/12/2023
 f9290435,C1297691, www.lionvinhos.com.br,2736297,Concluido,27/12/2023,28/12/2023,28/12/2023
 f3877374,C1297691, bdb.efmlatam.com,2736298,Concluido,27/12/2023,28/12/2023,28/12/2023
 f0814229,C1297691, opoderdaorganizacao.com,2736299,Concluido,27/12/2023,28/12/2023,28/12/2023
 f4733636,C1297691, www.htvoficial.store,2736300,Concluido,27/12/2023,28/12/2023,28/12/2023
 f3207665,C1297691, www.germanicajeep.com.br,2736301,Concluido,27/12/2023,28/12/2023,28/12/2023
 F6090527,C1297691, 3cpravc.com.br,2736302,Concluido,27/12/2023,28/12/2023,28/12/2023
 f6701179,C1297691, agenciakottler.com.br,2736303,Concluido,27/12/2023,28/12/2023,28/12/2023
 f8247379,C1297691, w-si.link,2736305,Concluido,27/12/2023,28/12/2023,28/12/2023
 f8028441,C1297691, floridarentalacar.com,2736304,Concluido,27/12/2023,28/12/2023,28/12/2023
 f1742586,C1323536, www.esperancashow.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f1916608,C1323536, clinicaestanciagradiva.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f9343078,C1323536, firsthumaita.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 F0010072,C1338930, 0.0.0.0,,Improcedente,27/12/2023,,12/01/2024
 f9290427,C1323536, pos.facuminas.online,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f2259398,C1323536, institutosaojose.net.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f8783407,C1323536, www.luxconceito.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f8783407,C1323536, luxconceito.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f0125963,C1323536, tersegmais.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f1809668,C1323536, 201.38.176.147,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f6014819,C1323536, loja-oicase.com,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f1916182,C1323536, 45.162.104.22,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f2682079,C1323536, 177.87.231.252,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f6014819,C1323536, loja-oicase.com,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f6014819,C1323536, loja-oicase.com,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f6014819,C1323536, loja-oicase.com,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 F9441038,C1323536, www.lifeenergy.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f3787552,C1323536, vilelamarquesadvogados.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 F1916138,C1323536, www.prezunicprime.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f0436948,C1323536, amac.social,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f0436948,C1323536, amac.social,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f0436948,C1323536, amac.social,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f0493668,C1323536, www.wapremium.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f0499331,C1323536, account.ehive.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f4319038,C1323536, auth.direct,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 F1690248,C1323536, designerdeconteudo.com,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f3138639,C1323536, www.ventosdesaozacarias.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f8501859,C1323536, certificadosdeferias.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 F8919249,C1323536, www.menegusseimoveis.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 F6426659,C1323536, mateusvillain.com,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f4118609,C1323536, 45.226.129.186,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f4118609,C1323536, 45.226.129.186,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f6814629,C1323536, www.santonomeassessoria.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f2255342,C1323536, www.guicheonline.com.br,2736454,Concluido,27/12/2023,28/12/2023,02/01/2024
 f0503266,C1275547, www.promotivaclub.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f0743709,C1275547, www.muenchenkocht.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f3135245,C1275547, sindespparaiba.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f8964978,C1275547, www.venturoincorporacoes.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f2348245,C1275547, www.exataimoveisitapoa.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f0734336,C1275547, www.flammadiesel.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f3207480,C1275547, babadotop.trocasdevolucoes.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f1548219,C1275547, www.ogrosteaks.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f8020764,C1275547, peshitta.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f7227659,C1275547, www.brclassics.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f3103239,C1275547, www.condução.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 F9189957,C1275547, www.atacadodelivros.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f0169279,C1275547, gasflow.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f2348245,C1275547, www.exataimoveisitapoa.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f6172677,C1275547, fol.naturgy.app.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f9476717,C1275547, 168.138.239.47,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f6808698,C1275547, cerealistaguara.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f6789249,C1275547, www.hedigital.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f0153988,C1275547, imn.nautasoft.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f0153988,C1275547, imn.nautasoft.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f1853107,C1275547, brasiledotz.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 F1690248,C1275547, practical-ui.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f9520858,C1275547, blog.cisne.dev,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f6752800,C1275547, beneficiodotz.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f4468848,C1275547, 186.250.239.170,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f9329263,C1275547, dji.dj,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f7622859,C1275547, beneficiodotz.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f9209379,C1275547, saaebacabalma.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f0503266,C1275547, www.promotivaclub.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f2018061,C1275547, www.uniaosolar.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f1725864,C1275547, www.onixairclean.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f6770091,C1338930, 0.0.0.0,,Improcedente,26/12/2023,,12/01/2024
 F2972866,C1275547, diamantesconsultoria.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f1833264,C1275547, socialnet.centralassinante.com.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f4293559,C1275547, www.lidersistemas.net.br,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f6295588,C1275547, unifase.surfe.io,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f6295588,C1275547, unifase.surfe.io,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f1832581,C1275547, www.solstartup.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f3244222,C1275547, bb.serviec-now.com,2735554,Concluido,26/12/2023,27/12/2023,28/12/2023
 f0268653,C1275547, lumiereresidence-lavvi.com.br,2734424,Concluido,22/12/2023,23/12/2023,27/12/2023
 f2376087,C1275547, www.acolucas.com.br,2734424,Concluido,22/12/2023,23/12/2023,27/12/2023
 f8468184,C1275547, universidadeamaggi.com.br,2734424,Concluido,22/12/2023,23/12/2023,27/12/2023
